job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
1415,"Martin, Love and Gonzalez",Tech,Data Scientist,"Reinforcement Learning, FastAPI, AWS",Entry,Remote,"Port Michael, CI",85533-108720,2024/5/6,Large,FastAPI,Data Scientist,Data Scientist,"['Reinforcement Learning', 'FastAPI', 'AWS']",['FastAPI'],3,1,85533,108720,97126.5,Mid (70K-100K),Port Michael,CI,Côte d'Ivoire,Africa,Tech,Technology,Entry,Remote,Large,2024-05-06,2024,5,2,May
1416,Wood PLC,Automotive,Quant Researcher,"Excel, Power BI, Hugging Face, Flask, NumPy",Entry,Full-time,"South Javierport, GB",113696-156285,2025/6/9,Large,"Scikit-learn, BigQuery",Quant Researcher,Quant Researcher,"['Excel', 'Power BI', 'Hugging Face', 'Flask', 'NumPy']","['Scikit-learn', 'BigQuery']",5,2,113696,156285,134990.5,High (100K-150K),South Javierport,GB,United Kingdom,Europe,Automotive,Automotive & Transportation,Entry,Full-Time,Large,2025-06-09,2025,6,2,June
1417,Watson and Sons,Healthcare,Computer Vision Engineer,"R, LangChain, Power BI, C++",Mid,Internship,"Port Timothyhaven, MR",44327-114164,2025/3/2,Startup,"KDB+, BigQuery, FastAPI",Computer Vision Engineer,Computer Vision Engineer,"['R', 'LangChain', 'Power BI', 'C++']","['KDB+', 'BigQuery', 'FastAPI']",4,3,44327,114164,79245.5,Mid (70K-100K),Port Timothyhaven,MR,Mauritania,Africa,Healthcare,Healthcare,Mid,Internship,Startup,2025-03-02,2025,3,1,March
1418,"Martinez, Frye and Murray",Automotive,Data Analyst,"Hugging Face, Excel, Keras, FastAPI, TensorFlow, GCP",Senior,Full-time,"Zamorafort, BY",42174-115778,2023/12/22,Startup,"LangChain, KDB+, MLflow",Data Analyst,Data Analyst,"['Hugging Face', 'Excel', 'Keras', 'FastAPI', 'TensorFlow', 'GCP']","['LangChain', 'KDB+', 'MLflow']",6,3,42174,115778,78976.0,Mid (70K-100K),Zamorafort,BY,Unknown,Other,Automotive,Automotive & Transportation,Senior,Full-Time,Startup,2023-12-22,2023,12,4,December
1419,Austin-Garza,Education,Data Scientist,"Reinforcement Learning, Pandas, AWS",Entry,Contract,"Landryburgh, BO",83012-128069,2025/2/27,Mid,KDB+,Data Scientist,Data Scientist,"['Reinforcement Learning', 'Pandas', 'AWS']",['KDB+'],3,1,83012,128069,105540.5,High (100K-150K),Landryburgh,BO,Unknown,Other,Education,Education,Entry,Contract,Mid,2025-02-27,2025,2,1,February
1420,Cook-Francis,Automotive,Quant Researcher,"SQL, GCP, Excel, CUDA, R",Entry,Remote,"Bridgesberg, AZ",94512-159116,2024/10/6,Startup,"BigQuery, KDB+",Quant Researcher,Quant Researcher,"['SQL', 'GCP', 'Excel', 'CUDA', 'R']","['BigQuery', 'KDB+']",5,2,94512,159116,126814.0,High (100K-150K),Bridgesberg,AZ,Azerbaijan,Asia,Automotive,Automotive & Transportation,Entry,Remote,Startup,2024-10-06,2024,10,4,October
1421,Frank-Graham,Education,ML Engineer,"Scikit-learn, Excel, Python, Flask, GCP, C++",Entry,Internship,"South Derrick, BT",56379-96578,2024/3/8,Startup,"TensorFlow, KDB+",Ml Engineer,ML Engineer,"['Scikit-learn', 'Excel', 'Python', 'Flask', 'GCP', 'C++']","['TensorFlow', 'KDB+']",6,2,56379,96578,76478.5,Mid (70K-100K),South Derrick,BT,Bhutan,Asia,Education,Education,Entry,Internship,Startup,2024-03-08,2024,3,1,March
1422,Miller Inc,Tech,NLP Engineer,"Pandas, GCP, Azure, Reinforcement Learning, TensorFlow, MLflow",Mid,Internship,"Alishire, YE",67160-129962,2024/11/16,Startup,"PyTorch, LangChain, BigQuery",Nlp Engineer,NLP Engineer,"['Pandas', 'GCP', 'Azure', 'Reinforcement Learning', 'TensorFlow', 'MLflow']","['PyTorch', 'LangChain', 'BigQuery']",6,3,67160,129962,98561.0,Mid (70K-100K),Alishire,YE,Yemen,Asia,Tech,Technology,Mid,Internship,Startup,2024-11-16,2024,11,4,November
1423,Hughes Group,Retail,Computer Vision Engineer,"CUDA, SQL, C++, PyTorch, Hugging Face, AWS",Senior,Full-time,"Susanville, JO",41141-82048,2025/7/20,Startup,LangChain,Computer Vision Engineer,Computer Vision Engineer,"['CUDA', 'SQL', 'C++', 'PyTorch', 'Hugging Face', 'AWS']",['LangChain'],6,1,41141,82048,61594.5,Low (<70K),Susanville,JO,Unknown,Other,Retail,Retail & E-commerce,Senior,Full-Time,Startup,2025-07-20,2025,7,3,July
1424,Wallace LLC,Automotive,AI Product Manager,"Hugging Face, Power BI, TensorFlow, C++, Python, AWS",Mid,Full-time,"Williefort, SE",119291-180214,2024/8/16,Large,"Scikit-learn, BigQuery",Ai Product Manager,AI Product Manager,"['Hugging Face', 'Power BI', 'TensorFlow', 'C++', 'Python', 'AWS']","['Scikit-learn', 'BigQuery']",6,2,119291,180214,149752.5,High (100K-150K),Williefort,SE,Sweden,Europe,Automotive,Automotive & Transportation,Mid,Full-Time,Large,2024-08-16,2024,8,3,August
1425,"Little, Bishop and Silva",Automotive,NLP Engineer,"LangChain, CUDA, FastAPI, Excel, GCP, Power BI",Senior,Contract,"Hubbardville, RU",68514-83310,2025/2/25,Large,Scikit-learn,Nlp Engineer,NLP Engineer,"['LangChain', 'CUDA', 'FastAPI', 'Excel', 'GCP', 'Power BI']",['Scikit-learn'],6,1,68514,83310,75912.0,Mid (70K-100K),Hubbardville,RU,Russia,Europe,Automotive,Automotive & Transportation,Senior,Contract,Large,2025-02-25,2025,2,1,February
1426,Randall-Lewis,Education,AI Researcher,"MLflow, Python, Reinforcement Learning, SQL, Pandas, NumPy",Entry,Internship,"Lake Debbie, DZ",136136-173242,2024/11/12,Large,"LangChain, FastAPI",Ai Researcher,AI Researcher,"['MLflow', 'Python', 'Reinforcement Learning', 'SQL', 'Pandas', 'NumPy']","['LangChain', 'FastAPI']",6,2,136136,173242,154689.0,Very High (>150K),Lake Debbie,DZ,Algeria,Africa,Education,Education,Entry,Internship,Large,2024-11-12,2024,11,4,November
1427,Jones PLC,Tech,ML Engineer,"Scikit-learn, C++, NumPy, FastAPI",Senior,Remote,"Lake Melissaburgh, NP",84014-111768,2025/4/27,Mid,"BigQuery, KDB+",Ml Engineer,ML Engineer,"['Scikit-learn', 'C++', 'NumPy', 'FastAPI']","['BigQuery', 'KDB+']",4,2,84014,111768,97891.0,Mid (70K-100K),Lake Melissaburgh,NP,Unknown,Other,Tech,Technology,Senior,Remote,Mid,2025-04-27,2025,4,2,April
1428,"Diaz, Thomas and Hahn",Retail,Computer Vision Engineer,"TensorFlow, C++, Pandas",Entry,Full-time,"North Cody, QA",95419-156635,2024/2/18,Startup,"TensorFlow, KDB+",Computer Vision Engineer,Computer Vision Engineer,"['TensorFlow', 'C++', 'Pandas']","['TensorFlow', 'KDB+']",3,2,95419,156635,126027.0,High (100K-150K),North Cody,QA,Qatar,Middle East,Retail,Retail & E-commerce,Entry,Full-Time,Startup,2024-02-18,2024,2,1,February
1429,Strickland-Oliver,E-commerce,Data Analyst,"TensorFlow, PyTorch, C++",Entry,Contract,"Kimberlyland, SN",149578-227156,2025/9/14,Mid,"LangChain, FastAPI",Data Analyst,Data Analyst,"['TensorFlow', 'PyTorch', 'C++']","['LangChain', 'FastAPI']",3,2,149578,227156,188367.0,Very High (>150K),Kimberlyland,SN,Senegal,Africa,E-Commerce,Retail & E-commerce,Entry,Contract,Mid,2025-09-14,2025,9,3,September
1430,Bartlett-Long,Tech,NLP Engineer,"Hugging Face, SQL, AWS, Scikit-learn, C++, Pandas",Mid,Internship,"New Chrisport, MC",76646-175442,2024/8/28,Large,"TensorFlow, FastAPI",Nlp Engineer,NLP Engineer,"['Hugging Face', 'SQL', 'AWS', 'Scikit-learn', 'C++', 'Pandas']","['TensorFlow', 'FastAPI']",6,2,76646,175442,126044.0,High (100K-150K),New Chrisport,MC,Monaco,Europe,Tech,Technology,Mid,Internship,Large,2024-08-28,2024,8,3,August
1431,"Martin, Reeves and Holt",Finance,Data Scientist,"CUDA, Scikit-learn, R, Azure",Senior,Contract,"Carolport, WS",59448-101920,2024/3/8,Mid,"BigQuery, LangChain",Data Scientist,Data Scientist,"['CUDA', 'Scikit-learn', 'R', 'Azure']","['BigQuery', 'LangChain']",4,2,59448,101920,80684.0,Mid (70K-100K),Carolport,WS,Unknown,Other,Finance,Finance & Banking,Senior,Contract,Mid,2024-03-08,2024,3,1,March
1432,Roth-Caldwell,Healthcare,NLP Engineer,"LangChain, PyTorch, TensorFlow, GCP",Entry,Remote,"Brownmouth, SA",41904-79881,2023/12/27,Startup,"TensorFlow, MLflow, BigQuery",Nlp Engineer,NLP Engineer,"['LangChain', 'PyTorch', 'TensorFlow', 'GCP']","['TensorFlow', 'MLflow', 'BigQuery']",4,3,41904,79881,60892.5,Low (<70K),Brownmouth,SA,Saudi Arabia,Middle East,Healthcare,Healthcare,Entry,Remote,Startup,2023-12-27,2023,12,4,December
1433,"Cherry, Hernandez and Powell",Automotive,ML Engineer,"MLflow, AWS, SQL, Pandas",Entry,Contract,"Carrollbury, TG",122152-211094,2024/8/15,Startup,"LangChain, FastAPI",Ml Engineer,ML Engineer,"['MLflow', 'AWS', 'SQL', 'Pandas']","['LangChain', 'FastAPI']",4,2,122152,211094,166623.0,Very High (>150K),Carrollbury,TG,Togo,Africa,Automotive,Automotive & Transportation,Entry,Contract,Startup,2024-08-15,2024,8,3,August
1434,Ross-Harris,Education,Data Scientist,"Python, Flask, Azure, MLflow, Keras, Power BI",Mid,Contract,"East Austinchester, GT",148075-159793,2024/5/5,Mid,"BigQuery, TensorFlow",Data Scientist,Data Scientist,"['Python', 'Flask', 'Azure', 'MLflow', 'Keras', 'Power BI']","['BigQuery', 'TensorFlow']",6,2,148075,159793,153934.0,Very High (>150K),East Austinchester,GT,Guatemala,Central America,Education,Education,Mid,Contract,Mid,2024-05-05,2024,5,2,May
1435,Riley-Little,Education,NLP Engineer,"Power BI, Excel, Scikit-learn, Hugging Face, FastAPI",Senior,Internship,"South Rachel, MU",138448-172737,2024/1/28,Startup,LangChain,Nlp Engineer,NLP Engineer,"['Power BI', 'Excel', 'Scikit-learn', 'Hugging Face', 'FastAPI']",['LangChain'],5,1,138448,172737,155592.5,Very High (>150K),South Rachel,MU,Unknown,Other,Education,Education,Senior,Internship,Startup,2024-01-28,2024,1,1,January
1436,"Bell, Boyer and Thompson",Tech,ML Engineer,"Python, Keras, Hugging Face, Flask, TensorFlow",Entry,Full-time,"Stevehaven, VC",114961-137232,2023/12/23,Mid,MLflow,Ml Engineer,ML Engineer,"['Python', 'Keras', 'Hugging Face', 'Flask', 'TensorFlow']",['MLflow'],5,1,114961,137232,126096.5,High (100K-150K),Stevehaven,VC,Saint Vincent and the Grenadines,Caribbean,Tech,Technology,Entry,Full-Time,Mid,2023-12-23,2023,12,4,December
1437,"Carter, Green and Page",Automotive,AI Product Manager,"CUDA, TensorFlow, PyTorch, Python, R, NumPy",Entry,Internship,"Port Breannastad, DJ",120680-197411,2023/12/23,Startup,"LangChain, TensorFlow, KDB+",Ai Product Manager,AI Product Manager,"['CUDA', 'TensorFlow', 'PyTorch', 'Python', 'R', 'NumPy']","['LangChain', 'TensorFlow', 'KDB+']",6,3,120680,197411,159045.5,Very High (>150K),Port Breannastad,DJ,Unknown,Other,Automotive,Automotive & Transportation,Entry,Internship,Startup,2023-12-23,2023,12,4,December
1438,Fernandez-Campos,Automotive,Data Analyst,"Python, TensorFlow, Power BI",Entry,Remote,"Virginiaside, SA",130193-219722,2025/8/19,Mid,"FastAPI, KDB+, TensorFlow",Data Analyst,Data Analyst,"['Python', 'TensorFlow', 'Power BI']","['FastAPI', 'KDB+', 'TensorFlow']",3,3,130193,219722,174957.5,Very High (>150K),Virginiaside,SA,Saudi Arabia,Middle East,Automotive,Automotive & Transportation,Entry,Remote,Mid,2025-08-19,2025,8,3,August
1439,"Smith, Austin and Robinson",Tech,Data Analyst,"MLflow, Keras, GCP",Senior,Remote,"Jenniferland, PS",63320-102902,2025/4/7,Large,Scikit-learn,Data Analyst,Data Analyst,"['MLflow', 'Keras', 'GCP']",['Scikit-learn'],3,1,63320,102902,83111.0,Mid (70K-100K),Jenniferland,PS,Palestine,Middle East,Tech,Technology,Senior,Remote,Large,2025-04-07,2025,4,2,April
1440,Graham-Cox,E-commerce,Quant Researcher,"MLflow, Hugging Face, Scikit-learn, C++",Mid,Full-time,"Suzanneton, GQ",144303-234237,2025/7/5,Startup,TensorFlow,Quant Researcher,Quant Researcher,"['MLflow', 'Hugging Face', 'Scikit-learn', 'C++']",['TensorFlow'],4,1,144303,234237,189270.0,Very High (>150K),Suzanneton,GQ,Equatorial Guinea,Africa,E-Commerce,Retail & E-commerce,Mid,Full-Time,Startup,2025-07-05,2025,7,3,July
1441,"Blake, Chen and Barnes",Finance,Computer Vision Engineer,"Pandas, TensorFlow, Hugging Face",Mid,Contract,"Davidmouth, AR",125644-191197,2025/4/18,Startup,TensorFlow,Computer Vision Engineer,Computer Vision Engineer,"['Pandas', 'TensorFlow', 'Hugging Face']",['TensorFlow'],3,1,125644,191197,158420.5,Very High (>150K),Davidmouth,AR,Argentina,South America,Finance,Finance & Banking,Mid,Contract,Startup,2025-04-18,2025,4,2,April
1442,Wilson-Anderson,Retail,Computer Vision Engineer,"Power BI, NumPy, TensorFlow, Flask, SQL",Senior,Full-time,"South Alexton, IQ",124397-179920,2024/7/25,Startup,"BigQuery, FastAPI",Computer Vision Engineer,Computer Vision Engineer,"['Power BI', 'NumPy', 'TensorFlow', 'Flask', 'SQL']","['BigQuery', 'FastAPI']",5,2,124397,179920,152158.5,Very High (>150K),South Alexton,IQ,Iraq,Asia,Retail,Retail & E-commerce,Senior,Full-Time,Startup,2024-07-25,2024,7,3,July
1443,"Allison, Jensen and Wilson",Finance,Data Analyst,"Hugging Face, Scikit-learn, GCP, TensorFlow, NumPy",Senior,Full-time,"West Larrybury, GB",100967-158917,2023/10/20,Startup,BigQuery,Data Analyst,Data Analyst,"['Hugging Face', 'Scikit-learn', 'GCP', 'TensorFlow', 'NumPy']",['BigQuery'],5,1,100967,158917,129942.0,High (100K-150K),West Larrybury,GB,United Kingdom,Europe,Finance,Finance & Banking,Senior,Full-Time,Startup,2023-10-20,2023,10,4,October
1444,Smith PLC,Tech,Computer Vision Engineer,"Power BI, Hugging Face, Azure, NumPy, SQL",Mid,Contract,"West Gerald, SV",86614-168639,2025/5/29,Mid,"BigQuery, PyTorch",Computer Vision Engineer,Computer Vision Engineer,"['Power BI', 'Hugging Face', 'Azure', 'NumPy', 'SQL']","['BigQuery', 'PyTorch']",5,2,86614,168639,127626.5,High (100K-150K),West Gerald,SV,El Salvador,Central America,Tech,Technology,Mid,Contract,Mid,2025-05-29,2025,5,2,May
1445,Rose-Knight,Retail,Computer Vision Engineer,"MLflow, TensorFlow, Reinforcement Learning",Entry,Internship,"Marcustown, TL",91509-117239,2023/11/23,Large,FastAPI,Computer Vision Engineer,Computer Vision Engineer,"['MLflow', 'TensorFlow', 'Reinforcement Learning']",['FastAPI'],3,1,91509,117239,104374.0,High (100K-150K),Marcustown,TL,Timor-Leste,Asia,Retail,Retail & E-commerce,Entry,Internship,Large,2023-11-23,2023,11,4,November
1446,Castro-Carpenter,E-commerce,AI Product Manager,"Flask, AWS, TensorFlow, NumPy",Mid,Internship,"East Jonathanville, CF",105140-164172,2025/1/5,Large,"Scikit-learn, KDB+",Ai Product Manager,AI Product Manager,"['Flask', 'AWS', 'TensorFlow', 'NumPy']","['Scikit-learn', 'KDB+']",4,2,105140,164172,134656.0,High (100K-150K),East Jonathanville,CF,Central African Republic,Africa,E-Commerce,Retail & E-commerce,Mid,Internship,Large,2025-01-05,2025,1,1,January
1447,Wilson PLC,Retail,Data Analyst,"Scikit-learn, GCP, LangChain, Python, CUDA, Excel",Entry,Remote,"Lake Patrickmouth, SG",117356-209343,2024/11/24,Startup,LangChain,Data Analyst,Data Analyst,"['Scikit-learn', 'GCP', 'LangChain', 'Python', 'CUDA', 'Excel']",['LangChain'],6,1,117356,209343,163349.5,Very High (>150K),Lake Patrickmouth,SG,Singapore,Asia,Retail,Retail & E-commerce,Entry,Remote,Startup,2024-11-24,2024,11,4,November
1448,Hodges-Johnson,Finance,AI Product Manager,"Hugging Face, Excel, Scikit-learn, CUDA, SQL, PyTorch",Senior,Remote,"Robersonport, DO",140190-184813,2025/4/19,Startup,"BigQuery, LangChain, Scikit-learn",Ai Product Manager,AI Product Manager,"['Hugging Face', 'Excel', 'Scikit-learn', 'CUDA', 'SQL', 'PyTorch']","['BigQuery', 'LangChain', 'Scikit-learn']",6,3,140190,184813,162501.5,Very High (>150K),Robersonport,DO,Dominican Republic,Caribbean,Finance,Finance & Banking,Senior,Remote,Startup,2025-04-19,2025,4,2,April
1449,Alvarado PLC,Education,Quant Researcher,"Pandas, MLflow, Power BI, Python",Senior,Internship,"Lake William, FI",91516-113851,2024/7/2,Startup,"LangChain, TensorFlow",Quant Researcher,Quant Researcher,"['Pandas', 'MLflow', 'Power BI', 'Python']","['LangChain', 'TensorFlow']",4,2,91516,113851,102683.5,High (100K-150K),Lake William,FI,Finland,Europe,Education,Education,Senior,Internship,Startup,2024-07-02,2024,7,3,July
1450,"Brown, White and Alvarado",Retail,ML Engineer,"Hugging Face, TensorFlow, C++, Keras, AWS",Senior,Full-time,"Loweland, CN",42598-130452,2024/3/4,Startup,"Scikit-learn, BigQuery",Ml Engineer,ML Engineer,"['Hugging Face', 'TensorFlow', 'C++', 'Keras', 'AWS']","['Scikit-learn', 'BigQuery']",5,2,42598,130452,86525.0,Mid (70K-100K),Loweland,CN,China,Asia,Retail,Retail & E-commerce,Senior,Full-Time,Startup,2024-03-04,2024,3,1,March
1451,Flores-Lee,Healthcare,Data Analyst,"C++, Excel, Pandas",Entry,Remote,"Catherineshire, BG",43782-76516,2025/2/19,Startup,TensorFlow,Data Analyst,Data Analyst,"['C++', 'Excel', 'Pandas']",['TensorFlow'],3,1,43782,76516,60149.0,Low (<70K),Catherineshire,BG,Bulgaria,Europe,Healthcare,Healthcare,Entry,Remote,Startup,2025-02-19,2025,2,1,February
1452,"Sexton, Woods and Allen",Healthcare,ML Engineer,"NumPy, Python, PyTorch",Senior,Internship,"West Ruth, NZ",113253-141139,2025/1/25,Mid,PyTorch,Ml Engineer,ML Engineer,"['NumPy', 'Python', 'PyTorch']",['PyTorch'],3,1,113253,141139,127196.0,High (100K-150K),West Ruth,NZ,New Zealand,Oceania,Healthcare,Healthcare,Senior,Internship,Mid,2025-01-25,2025,1,1,January
1453,Robinson Ltd,Healthcare,ML Engineer,"Reinforcement Learning, TensorFlow, Excel, Azure",Senior,Full-time,"West Michael, BS",103189-201637,2024/12/21,Startup,"TensorFlow, LangChain",Ml Engineer,ML Engineer,"['Reinforcement Learning', 'TensorFlow', 'Excel', 'Azure']","['TensorFlow', 'LangChain']",4,2,103189,201637,152413.0,Very High (>150K),West Michael,BS,Bahamas,Caribbean,Healthcare,Healthcare,Senior,Full-Time,Startup,2024-12-21,2024,12,4,December
1454,Williams-Cooper,Automotive,Data Analyst,"Excel, R, FastAPI",Senior,Contract,"North Kelly, JO",40447-58415,2024/9/13,Startup,"Scikit-learn, MLflow",Data Analyst,Data Analyst,"['Excel', 'R', 'FastAPI']","['Scikit-learn', 'MLflow']",3,2,40447,58415,49431.0,Low (<70K),North Kelly,JO,Unknown,Other,Automotive,Automotive & Transportation,Senior,Contract,Startup,2024-09-13,2024,9,3,September
1455,Garcia-Moss,Healthcare,AI Product Manager,"Excel, R, MLflow, Azure, Flask, TensorFlow",Senior,Internship,"North Jay, AG",66165-124209,2025/2/24,Startup,"PyTorch, TensorFlow, MLflow",Ai Product Manager,AI Product Manager,"['Excel', 'R', 'MLflow', 'Azure', 'Flask', 'TensorFlow']","['PyTorch', 'TensorFlow', 'MLflow']",6,3,66165,124209,95187.0,Mid (70K-100K),North Jay,AG,Antigua and Barbuda,Caribbean,Healthcare,Healthcare,Senior,Internship,Startup,2025-02-24,2025,2,1,February
1456,"Lopez, Kelley and Davis",Automotive,NLP Engineer,"LangChain, SQL, Hugging Face, AWS, CUDA",Senior,Contract,"West Robertfort, NR",55662-72677,2025/1/13,Startup,"KDB+, FastAPI, PyTorch",Nlp Engineer,NLP Engineer,"['LangChain', 'SQL', 'Hugging Face', 'AWS', 'CUDA']","['KDB+', 'FastAPI', 'PyTorch']",5,3,55662,72677,64169.5,Low (<70K),West Robertfort,NR,Unknown,Other,Automotive,Automotive & Transportation,Senior,Contract,Startup,2025-01-13,2025,1,1,January
1457,Hunter Inc,Education,NLP Engineer,"Excel, Power BI, Python",Senior,Full-time,"Adamfort, PK",82452-157433,2025/1/7,Mid,"FastAPI, PyTorch",Nlp Engineer,NLP Engineer,"['Excel', 'Power BI', 'Python']","['FastAPI', 'PyTorch']",3,2,82452,157433,119942.5,High (100K-150K),Adamfort,PK,Pakistan,Asia,Education,Education,Senior,Full-Time,Mid,2025-01-07,2025,1,1,January
1458,Bush Inc,Education,AI Researcher,"MLflow, Pandas, NumPy, GCP, FastAPI, LangChain",Entry,Full-time,"New Christophermouth, MC",89994-162981,2025/3/9,Startup,"FastAPI, KDB+, PyTorch",Ai Researcher,AI Researcher,"['MLflow', 'Pandas', 'NumPy', 'GCP', 'FastAPI', 'LangChain']","['FastAPI', 'KDB+', 'PyTorch']",6,3,89994,162981,126487.5,High (100K-150K),New Christophermouth,MC,Monaco,Europe,Education,Education,Entry,Full-Time,Startup,2025-03-09,2025,3,1,March
1459,"Martin, Joseph and Baldwin",Retail,NLP Engineer,"GCP, Flask, TensorFlow, MLflow",Entry,Full-time,"North Jamiestad, CA",88502-151208,2025/8/13,Large,"BigQuery, PyTorch",Nlp Engineer,NLP Engineer,"['GCP', 'Flask', 'TensorFlow', 'MLflow']","['BigQuery', 'PyTorch']",4,2,88502,151208,119855.0,High (100K-150K),North Jamiestad,CA,Canada,North America,Retail,Retail & E-commerce,Entry,Full-Time,Large,2025-08-13,2025,8,3,August
1460,Kelly and Sons,Retail,NLP Engineer,"Reinforcement Learning, MLflow, Hugging Face, C++, Azure",Senior,Remote,"Taylorchester, VE",104608-194654,2023/11/12,Startup,MLflow,Nlp Engineer,NLP Engineer,"['Reinforcement Learning', 'MLflow', 'Hugging Face', 'C++', 'Azure']",['MLflow'],5,1,104608,194654,149631.0,High (100K-150K),Taylorchester,VE,Venezuela,South America,Retail,Retail & E-commerce,Senior,Remote,Startup,2023-11-12,2023,11,4,November
1461,Wheeler LLC,Finance,Computer Vision Engineer,"Hugging Face, TensorFlow, MLflow",Senior,Remote,"Wellsport, SL",59714-136906,2024/2/16,Startup,"PyTorch, KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Hugging Face', 'TensorFlow', 'MLflow']","['PyTorch', 'KDB+', 'TensorFlow']",3,3,59714,136906,98310.0,Mid (70K-100K),Wellsport,SL,Sierra Leone,Africa,Finance,Finance & Banking,Senior,Remote,Startup,2024-02-16,2024,2,1,February
1462,"Moore, Smith and Obrien",Education,Quant Researcher,"FastAPI, Scikit-learn, MLflow",Mid,Contract,"West Chad, GY",129435-219563,2025/1/18,Startup,BigQuery,Quant Researcher,Quant Researcher,"['FastAPI', 'Scikit-learn', 'MLflow']",['BigQuery'],3,1,129435,219563,174499.0,Very High (>150K),West Chad,GY,Guyana,South America,Education,Education,Mid,Contract,Startup,2025-01-18,2025,1,1,January
1463,"Perez, Rangel and Pugh",Education,AI Product Manager,"MLflow, CUDA, GCP, Pandas, Power BI",Mid,Remote,"Jeremyshire, CI",98022-116786,2024/5/30,Mid,"KDB+, Scikit-learn, MLflow",Ai Product Manager,AI Product Manager,"['MLflow', 'CUDA', 'GCP', 'Pandas', 'Power BI']","['KDB+', 'Scikit-learn', 'MLflow']",5,3,98022,116786,107404.0,High (100K-150K),Jeremyshire,CI,Côte d'Ivoire,Africa,Education,Education,Mid,Remote,Mid,2024-05-30,2024,5,2,May
1464,Martinez-Williams,Education,Data Analyst,"Python, Azure, CUDA, NumPy, Power BI",Senior,Contract,"Christopherfort, BJ",74164-101550,2024/10/24,Large,"FastAPI, KDB+",Data Analyst,Data Analyst,"['Python', 'Azure', 'CUDA', 'NumPy', 'Power BI']","['FastAPI', 'KDB+']",5,2,74164,101550,87857.0,Mid (70K-100K),Christopherfort,BJ,Benin,Africa,Education,Education,Senior,Contract,Large,2024-10-24,2024,10,4,October
1465,Klein-Williams,E-commerce,NLP Engineer,"Pandas, MLflow, C++, Reinforcement Learning, SQL, Python",Mid,Internship,"Amberchester, AU",125699-188499,2024/5/14,Startup,"LangChain, MLflow",Nlp Engineer,NLP Engineer,"['Pandas', 'MLflow', 'C++', 'Reinforcement Learning', 'SQL', 'Python']","['LangChain', 'MLflow']",6,2,125699,188499,157099.0,Very High (>150K),Amberchester,AU,Australia,Oceania,E-Commerce,Retail & E-commerce,Mid,Internship,Startup,2024-05-14,2024,5,2,May
1466,Vazquez and Sons,Healthcare,AI Researcher,"GCP, C++, FastAPI",Senior,Contract,"Porterland, UZ",81948-127477,2025/3/9,Large,TensorFlow,Ai Researcher,AI Researcher,"['GCP', 'C++', 'FastAPI']",['TensorFlow'],3,1,81948,127477,104712.5,High (100K-150K),Porterland,UZ,Uzbekistan,Asia,Healthcare,Healthcare,Senior,Contract,Large,2025-03-09,2025,3,1,March
1467,"Calderon, Kelly and Velasquez",Tech,ML Engineer,"NumPy, Python, SQL, CUDA, Hugging Face",Entry,Internship,"West Drew, MU",86924-166800,2024/10/14,Mid,"FastAPI, BigQuery",Ml Engineer,ML Engineer,"['NumPy', 'Python', 'SQL', 'CUDA', 'Hugging Face']","['FastAPI', 'BigQuery']",5,2,86924,166800,126862.0,High (100K-150K),West Drew,MU,Unknown,Other,Tech,Technology,Entry,Internship,Mid,2024-10-14,2024,10,4,October
1468,Johnson-Rivas,Retail,AI Researcher,"GCP, TensorFlow, Hugging Face",Senior,Contract,"North Lauren, LU",139991-156099,2024/9/12,Startup,"LangChain, TensorFlow, BigQuery",Ai Researcher,AI Researcher,"['GCP', 'TensorFlow', 'Hugging Face']","['LangChain', 'TensorFlow', 'BigQuery']",3,3,139991,156099,148045.0,High (100K-150K),North Lauren,LU,Luxembourg,Europe,Retail,Retail & E-commerce,Senior,Contract,Startup,2024-09-12,2024,9,3,September
1469,"Lee, Huerta and Mcclain",Tech,AI Researcher,"Excel, LangChain, AWS, CUDA, Hugging Face, Power BI",Entry,Full-time,"New Benjamin, NO",121461-158777,2024/2/12,Mid,"Scikit-learn, MLflow",Ai Researcher,AI Researcher,"['Excel', 'LangChain', 'AWS', 'CUDA', 'Hugging Face', 'Power BI']","['Scikit-learn', 'MLflow']",6,2,121461,158777,140119.0,High (100K-150K),New Benjamin,NO,Norway,Europe,Tech,Technology,Entry,Full-Time,Mid,2024-02-12,2024,2,1,February
1470,Wilson LLC,Retail,Data Analyst,"Power BI, GCP, NumPy",Senior,Full-time,"Stacyview, AO",41311-111484,2024/10/31,Mid,"LangChain, MLflow",Data Analyst,Data Analyst,"['Power BI', 'GCP', 'NumPy']","['LangChain', 'MLflow']",3,2,41311,111484,76397.5,Mid (70K-100K),Stacyview,AO,Angola,Africa,Retail,Retail & E-commerce,Senior,Full-Time,Mid,2024-10-31,2024,10,4,October
