job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name,skill_TensorFlow,skill_Excel,skill_Pandas,skill_FastAPI,skill_NumPy,skill_Reinforcement Learning,skill_Azure,skill_SQL,skill_Hugging Face,skill_Keras,skill_GCP,skill_AWS,skill_Power BI,skill_Python,skill_PyTorch,skill_LangChain,skill_Scikit-learn,skill_Flask,skill_CUDA,skill_R,skill_C++,skill_MLflow,tool_MLflow,tool_LangChain,tool_FastAPI,tool_KDB+,tool_BigQuery,tool_TensorFlow,tool_PyTorch,tool_Scikit-learn,job_category_encoded,experience_level_encoded,employment_type_encoded,industry_encoded,company_size_encoded,region_encoded,salary_category_encoded,salary_range,salary_range_pct,posting_age,total_tech_count
1632,"Callahan, Sullivan and Flynn",Retail,Computer Vision Engineer,"Hugging Face, GCP, R, Scikit-learn",Mid,Full-time,"Port Jennifer, ES",124909-151333,2023/10/6,Large,"MLflow, TensorFlow, KDB+",Computer Vision Engineer,Computer Vision Engineer,"['Hugging Face', 'GCP', 'R', 'Scikit-learn']","['MLflow', 'TensorFlow', 'KDB+']",4,3,124909,151333,138121.0,High (100K-150K),Port Jennifer,ES,Spain,Europe,Retail,Retail & E-commerce,Mid,Full-Time,Large,2023-10-06,2023,10,4,October,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,1,5,0,4,0,26424,0.19131051758964965,2,7
1633,Joseph-Romero,Retail,Quant Researcher,"Power BI, LangChain, FastAPI, Flask, SQL, Scikit-learn",Mid,Contract,"Kristenberg, AL",102584-198324,2024/10/15,Startup,"BigQuery, MLflow, TensorFlow",Quant Researcher,Quant Researcher,"['Power BI', 'LangChain', 'FastAPI', 'Flask', 'SQL', 'Scikit-learn']","['BigQuery', 'MLflow', 'TensorFlow']",6,3,102584,198324,150454.0,Very High (>150K),Kristenberg,AL,Unknown,Other,Retail,Retail & E-commerce,Mid,Contract,Startup,2024-10-15,2024,10,4,October,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,7,1,0,5,2,8,3,95740,0.6363406755553193,1,9
1634,"Singh, Shannon and Castaneda",Automotive,AI Product Manager,"NumPy, Reinforcement Learning, GCP, Azure, LangChain, Scikit-learn",Entry,Remote,"West Justin, IN",51986-73985,2024/10/14,Mid,"KDB+, TensorFlow, LangChain",Ai Product Manager,AI Product Manager,"['NumPy', 'Reinforcement Learning', 'GCP', 'Azure', 'LangChain', 'Scikit-learn']","['KDB+', 'TensorFlow', 'LangChain']",6,3,51986,73985,62985.5,Low (<70K),West Justin,IN,India,Asia,Automotive,Automotive & Transportation,Entry,Remote,Mid,2024-10-14,2024,10,4,October,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,1,1,1,21999,0.34927086392899953,1,9
1635,"Johnson, Sweeney and Hall",Tech,AI Researcher,"Azure, Flask, PyTorch, Excel, Pandas",Mid,Contract,"Lindachester, PA",132003-197338,2024/9/20,Startup,"FastAPI, MLflow, PyTorch",Ai Researcher,AI Researcher,"['Azure', 'Flask', 'PyTorch', 'Excel', 'Pandas']","['FastAPI', 'MLflow', 'PyTorch']",5,3,132003,197338,164670.5,Very High (>150K),Lindachester,PA,Panama,Central America,Tech,Technology,Mid,Contract,Startup,2024-09-20,2024,9,3,September,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,6,2,3,3,65335,0.3967620186979453,1,8
1636,Wu Inc,Healthcare,Data Analyst,"TensorFlow, Power BI, MLflow, Flask, CUDA, Reinforcement Learning",Entry,Remote,"Barnesfurt, SV",44162-104297,2025/7/3,Large,"BigQuery, FastAPI, MLflow",Data Analyst,Data Analyst,"['TensorFlow', 'Power BI', 'MLflow', 'Flask', 'CUDA', 'Reinforcement Learning']","['BigQuery', 'FastAPI', 'MLflow']",6,3,44162,104297,74229.5,Mid (70K-100K),Barnesfurt,SV,El Salvador,Central America,Healthcare,Healthcare,Entry,Remote,Large,2025-07-03,2025,7,3,July,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,3,0,3,4,0,3,2,60135,0.8101226601283856,0,9
1637,Lopez-Williams,Healthcare,Data Analyst,"PyTorch, NumPy, SQL, FastAPI",Senior,Contract,"North Mark, IN",62381-112625,2024/7/23,Mid,FastAPI,Data Analyst,Data Analyst,"['PyTorch', 'NumPy', 'SQL', 'FastAPI']",['FastAPI'],4,1,62381,112625,87503.0,Mid (70K-100K),North Mark,IN,India,Asia,Healthcare,Healthcare,Senior,Contract,Mid,2024-07-23,2024,7,3,July,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,4,1,1,2,50244,0.5741974560872198,1,5
1638,Hughes-Figueroa,Healthcare,Computer Vision Engineer,"TensorFlow, Pandas, Excel, LangChain, MLflow",Entry,Internship,"Castilloborough, CH",144304-184146,2025/5/7,Mid,"MLflow, BigQuery",Computer Vision Engineer,Computer Vision Engineer,"['TensorFlow', 'Pandas', 'Excel', 'LangChain', 'MLflow']","['MLflow', 'BigQuery']",5,2,144304,184146,164225.0,Very High (>150K),Castilloborough,CH,Unknown,Other,Healthcare,Healthcare,Entry,Internship,Mid,2025-05-07,2025,5,2,May,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,4,1,8,3,39842,0.242606180544984,0,7
1639,"Randall, Grant and Rosario",Finance,AI Researcher,"Hugging Face, FastAPI, AWS, Scikit-learn, Keras",Mid,Internship,"Kimberlyfort, BJ",55918-137614,2025/6/8,Startup,"KDB+, FastAPI",Ai Researcher,AI Researcher,"['Hugging Face', 'FastAPI', 'AWS', 'Scikit-learn', 'Keras']","['KDB+', 'FastAPI']",5,2,55918,137614,96766.0,Mid (70K-100K),Kimberlyfort,BJ,Benin,Africa,Finance,Finance & Banking,Mid,Internship,Startup,2025-06-08,2025,6,2,June,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3,2,0,2,81696,0.8442634809747225,0,7
1640,Griffith Ltd,Education,NLP Engineer,"SQL, Pandas, AWS, Power BI, Scikit-learn",Entry,Contract,"Johnstad, ET",59275-147698,2025/3/17,Mid,"Scikit-learn, PyTorch",Nlp Engineer,NLP Engineer,"['SQL', 'Pandas', 'AWS', 'Power BI', 'Scikit-learn']","['Scikit-learn', 'PyTorch']",5,2,59275,147698,103486.5,High (100K-150K),Johnstad,ET,Ethiopia,Africa,Education,Education,Entry,Contract,Mid,2025-03-17,2025,3,1,March,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,2,1,0,0,88423,0.8544399511047335,0,7
1641,"Smith, Woods and Tucker",Retail,Data Analyst,"TensorFlow, AWS, Flask",Mid,Full-time,"South Dylanmouth, SY",51956-109837,2025/8/10,Mid,KDB+,Data Analyst,Data Analyst,"['TensorFlow', 'AWS', 'Flask']",['KDB+'],3,1,51956,109837,80896.5,Mid (70K-100K),South Dylanmouth,SY,Unknown,Other,Retail,Retail & E-commerce,Mid,Full-Time,Mid,2025-08-10,2025,8,3,August,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,5,1,8,2,57881,0.7154944898728622,0,4
1642,Frazier Inc,Automotive,NLP Engineer,"Hugging Face, FastAPI, TensorFlow, GCP",Mid,Contract,"North Joel, PG",61087-81523,2025/8/8,Large,TensorFlow,Nlp Engineer,NLP Engineer,"['Hugging Face', 'FastAPI', 'TensorFlow', 'GCP']",['TensorFlow'],4,1,61087,81523,71305.0,Mid (70K-100K),North Joel,PG,Papua New Guinea,Oceania,Automotive,Automotive & Transportation,Mid,Contract,Large,2025-08-08,2025,8,3,August,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,7,2,20436,0.28659981768459436,0,5
1643,"Torres, Campbell and Krause",Tech,ML Engineer,"TensorFlow, Keras, R",Mid,Internship,"East Hollyfurt, AR",132865-203559,2024/4/7,Large,"MLflow, TensorFlow, KDB+",Ml Engineer,ML Engineer,"['TensorFlow', 'Keras', 'R']","['MLflow', 'TensorFlow', 'KDB+']",3,3,132865,203559,168212.0,Very High (>150K),East Hollyfurt,AR,Argentina,South America,Tech,Technology,Mid,Internship,Large,2024-04-07,2024,4,2,April,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,5,1,2,6,0,9,3,70694,0.42026728176348893,1,6
1644,Snyder Group,Finance,NLP Engineer,"CUDA, Azure, Python, Scikit-learn, Power BI",Senior,Remote,"North Susan, SG",146176-197876,2025/3/16,Mid,BigQuery,Nlp Engineer,NLP Engineer,"['CUDA', 'Azure', 'Python', 'Scikit-learn', 'Power BI']",['BigQuery'],5,1,146176,197876,172026.0,Very High (>150K),North Susan,SG,Singapore,Asia,Finance,Finance & Banking,Senior,Remote,Mid,2025-03-16,2025,3,1,March,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,2,3,3,1,1,3,51700,0.3005359654935882,0,6
1645,Lucas-Morris,Retail,Quant Researcher,"Azure, TensorFlow, AWS, Flask, Reinforcement Learning, LangChain",Mid,Remote,"Jordanshire, PS",92934-116186,2024/7/14,Mid,"KDB+, BigQuery",Quant Researcher,Quant Researcher,"['Azure', 'TensorFlow', 'AWS', 'Flask', 'Reinforcement Learning', 'LangChain']","['KDB+', 'BigQuery']",6,2,92934,116186,104560.0,High (100K-150K),Jordanshire,PS,Palestine,Middle East,Retail,Retail & E-commerce,Mid,Remote,Mid,2024-07-14,2024,7,3,July,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,1,3,5,1,5,0,23252,0.2223794950267789,1,8
1646,Martinez-Weaver,Education,Data Scientist,"Python, Power BI, Flask",Senior,Full-time,"Lake Valerie, IN",116015-126987,2024/3/22,Large,"LangChain, KDB+",Data Scientist,Data Scientist,"['Python', 'Power BI', 'Flask']","['LangChain', 'KDB+']",3,2,116015,126987,121501.0,High (100K-150K),Lake Valerie,IN,India,Asia,Education,Education,Senior,Full-Time,Large,2024-03-22,2024,3,1,March,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,2,0,1,0,10972,0.09030378350795466,1,5
1647,Mendez and Sons,Retail,AI Researcher,"Scikit-learn, AWS, Python, MLflow",Senior,Internship,"Jonesbury, PA",141959-220411,2024/8/19,Mid,FastAPI,Ai Researcher,AI Researcher,"['Scikit-learn', 'AWS', 'Python', 'MLflow']",['FastAPI'],4,1,141959,220411,181185.0,Very High (>150K),Jonesbury,PA,Panama,Central America,Retail,Retail & E-commerce,Senior,Internship,Mid,2024-08-19,2024,8,3,August,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,5,1,3,3,78452,0.4329939012611419,1,5
1648,"Johnson, Wright and Quinn",Automotive,NLP Engineer,"LangChain, R, C++",Senior,Internship,"North Brian, FI",139741-206786,2024/12/23,Startup,"PyTorch, Scikit-learn",Nlp Engineer,NLP Engineer,"['LangChain', 'R', 'C++']","['PyTorch', 'Scikit-learn']",3,2,139741,206786,173263.5,Very High (>150K),North Brian,FI,Finland,Europe,Automotive,Automotive & Transportation,Senior,Internship,Startup,2024-12-23,2024,12,4,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,6,2,2,0,2,4,3,67045,0.3869539747263561,1,5
1649,"Mitchell, Collins and Collins",E-commerce,Computer Vision Engineer,"Azure, C++, TensorFlow, Hugging Face, Python, PyTorch",Senior,Internship,"Cobbtown, SZ",149199-230455,2025/2/6,Large,TensorFlow,Computer Vision Engineer,Computer Vision Engineer,"['Azure', 'C++', 'TensorFlow', 'Hugging Face', 'Python', 'PyTorch']",['TensorFlow'],6,1,149199,230455,189827.0,Very High (>150K),Cobbtown,SZ,Unknown,Other,E-Commerce,Retail & E-commerce,Senior,Internship,Large,2025-02-06,2025,2,1,February,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,2,1,0,8,3,81256,0.4280529113350577,0,7
1650,Williams-Torres,E-commerce,Data Analyst,"CUDA, SQL, Keras, Azure, LangChain, Reinforcement Learning",Entry,Remote,"Port Tiffanystad, DO",115250-161664,2024/12/24,Startup,"MLflow, PyTorch",Data Analyst,Data Analyst,"['CUDA', 'SQL', 'Keras', 'Azure', 'LangChain', 'Reinforcement Learning']","['MLflow', 'PyTorch']",6,2,115250,161664,138457.0,High (100K-150K),Port Tiffanystad,DO,Dominican Republic,Caribbean,E-Commerce,Retail & E-commerce,Entry,Remote,Startup,2024-12-24,2024,12,4,December,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,3,1,2,2,0,46414,0.33522321009410866,1,8
1651,Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",45887-128800,2025/8/23,Startup,"TensorFlow, KDB+, PyTorch",Quant Researcher,Quant Researcher,"['LangChain', 'Keras', 'Python', 'FastAPI', 'R', 'C++']","['TensorFlow', 'KDB+', 'PyTorch']",6,3,45887,128800,87343.5,Mid (70K-100K),Gabriellaborough,HT,Unknown,Other,Education,Education,Senior,Full-Time,Startup,2025-08-23,2025,8,3,August,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,7,2,1,2,2,8,2,82913,0.9492749889802905,0,9
1652,Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",59665-114017,2024/10/26,Mid,LangChain,Ai Product Manager,AI Product Manager,"['Python', 'Power BI', 'GCP']",['LangChain'],3,1,59665,114017,86841.0,Mid (70K-100K),West Richard,SV,El Salvador,Central America,Tech,Technology,Entry,Internship,Mid,2024-10-26,2024,10,4,October,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,1,3,2,54352,0.6258794808903628,1,4
1653,Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Mid,Full-time,"Jayton, GB",109287-149769,2023/11/7,Large,LangChain,Ml Engineer,ML Engineer,"['TensorFlow', 'Power BI', 'Scikit-learn', 'Python', 'GCP', 'SQL']",['LangChain'],6,1,109287,149769,129528.0,High (100K-150K),Jayton,GB,United Kingdom,Europe,E-Commerce,Retail & E-commerce,Mid,Full-Time,Large,2023-11-07,2023,11,4,November,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,0,4,0,40482,0.31253474152306837,2,7
1654,Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",116431-187700,2024/9/14,Mid,"KDB+, BigQuery, Scikit-learn",Ai Researcher,AI Researcher,"['GCP', 'MLflow', 'TensorFlow']","['KDB+', 'BigQuery', 'Scikit-learn']",3,3,116431,187700,152065.5,Very High (>150K),Fosterville,TT,Trinidad and Tobago,Caribbean,Automotive,Automotive & Transportation,Mid,Internship,Mid,2024-09-14,2024,9,3,September,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,2,0,1,2,3,71269,0.46867303892072826,1,6
1655,Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Contract,"Lake Donaldstad, NP",126575-163610,2025/6/20,Mid,"PyTorch, MLflow, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['Flask', 'Scikit-learn', 'NumPy']","['PyTorch', 'MLflow', 'TensorFlow']",3,3,126575,163610,145092.5,High (100K-150K),Lake Donaldstad,NP,Unknown,Other,Education,Education,Mid,Contract,Mid,2025-06-20,2025,6,2,June,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,2,1,8,0,37035,0.25525096059410374,0,6
1656,Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",41897-72820,2024/1/13,Startup,"KDB+, MLflow, BigQuery",Ai Researcher,AI Researcher,"['NumPy', 'Reinforcement Learning', 'AWS', 'Power BI', 'PyTorch', 'SQL']","['KDB+', 'MLflow', 'BigQuery']",6,3,41897,72820,57358.5,Low (<70K),Lake Chris,AO,Angola,Africa,Finance,Finance & Banking,Mid,Contract,Startup,2024-01-13,2024,1,1,January,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,3,2,0,1,30923,0.5391180034345389,1,9
1657,Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",40844-100312,2024/9/5,Large,FastAPI,Data Scientist,Data Scientist,"['Reinforcement Learning', 'GCP', 'TensorFlow', 'Pandas']",['FastAPI'],4,1,40844,100312,70578.0,Mid (70K-100K),East Michael,UY,Uruguay,South America,Tech,Technology,Mid,Internship,Large,2024-09-05,2024,9,3,September,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,6,0,9,2,59468,0.8425855082320269,1,5
1658,Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",100222-147306,2025/7/18,Large,"BigQuery, FastAPI",Data Scientist,Data Scientist,"['PyTorch', 'NumPy', 'MLflow']","['BigQuery', 'FastAPI']",3,2,100222,147306,123764.0,High (100K-150K),Bryantton,CO,Colombia,South America,Finance,Finance & Banking,Entry,Full-Time,Large,2025-07-18,2025,7,3,July,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,1,3,0,9,0,47084,0.38043372870947934,0,5
1659,"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",140982-222224,2024/8/22,Large,"LangChain, KDB+",Data Analyst,Data Analyst,"['Reinforcement Learning', 'Python', 'PyTorch', 'Keras']","['LangChain', 'KDB+']",4,2,140982,222224,181603.0,Very High (>150K),Anthonyberg,DM,Dominica,Caribbean,Healthcare,Healthcare,Mid,Internship,Large,2024-08-22,2024,8,3,August,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,4,0,2,3,81242,0.44736045109386957,1,6
1660,Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Mid,Internship,"Meyermouth, GN",78788-132832,2023/12/26,Large,"KDB+, BigQuery",Nlp Engineer,NLP Engineer,"['PyTorch', 'NumPy', 'Power BI']","['KDB+', 'BigQuery']",3,2,78788,132832,105810.0,High (100K-150K),Meyermouth,GN,Unknown,Other,Automotive,Automotive & Transportation,Mid,Internship,Large,2023-12-26,2023,12,4,December,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,2,0,0,8,0,54044,0.5107645780172007,2,5
1661,Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",114070-148337,2025/7/23,Large,KDB+,Ai Researcher,AI Researcher,"['Flask', 'Keras', 'GCP', 'Power BI']",['KDB+'],4,1,114070,148337,131203.5,High (100K-150K),South Dustinbury,BY,Unknown,Other,Tech,Technology,Entry,Remote,Large,2025-07-23,2025,7,3,July,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,8,0,34267,0.2611744351332091,0,5
1662,"Anderson, Tucker and Phillips",Healthcare,Data Scientist,"Scikit-learn, GCP, MLflow",Mid,Remote,"Jenniferborough, CO",76395-94209,2023/12/8,Large,"FastAPI, Scikit-learn, LangChain",Data Scientist,Data Scientist,"['Scikit-learn', 'GCP', 'MLflow']","['FastAPI', 'Scikit-learn', 'LangChain']",3,3,76395,94209,85302.0,Mid (70K-100K),Jenniferborough,CO,Colombia,South America,Healthcare,Healthcare,Mid,Remote,Large,2023-12-08,2023,12,4,December,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,4,1,3,4,0,9,2,17814,0.2088344939157347,2,6
1663,Kirk-Meyers,Retail,Quant Researcher,"Scikit-learn, CUDA, Python",Entry,Full-time,"New Jose, ET",90605-115084,2024/3/15,Mid,"PyTorch, FastAPI",Quant Researcher,Quant Researcher,"['Scikit-learn', 'CUDA', 'Python']","['PyTorch', 'FastAPI']",3,2,90605,115084,102844.5,High (100K-150K),New Jose,ET,Ethiopia,Africa,Retail,Retail & E-commerce,Entry,Full-Time,Mid,2024-03-15,2024,3,1,March,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,1,5,1,0,0,24479,0.23801953434554107,1,5
1664,Bishop-Contreras,Tech,Computer Vision Engineer,"PyTorch, Excel, TensorFlow, Scikit-learn, Power BI",Mid,Internship,"South Ronaldfurt, BB",47724-147228,2024/6/7,Startup,"KDB+, LangChain",Computer Vision Engineer,Computer Vision Engineer,"['PyTorch', 'Excel', 'TensorFlow', 'Scikit-learn', 'Power BI']","['KDB+', 'LangChain']",5,2,47724,147228,97476.0,Mid (70K-100K),South Ronaldfurt,BB,Barbados,Caribbean,Tech,Technology,Mid,Internship,Startup,2024-06-07,2024,6,2,June,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,6,2,2,2,99504,1.020805121260618,1,7
1665,"Poole, Ramirez and Sims",Education,NLP Engineer,"Reinforcement Learning, MLflow, Scikit-learn, Flask, Python, FastAPI",Mid,Contract,"East David, BW",143188-230467,2024/4/4,Mid,"FastAPI, KDB+, LangChain",Nlp Engineer,NLP Engineer,"['Reinforcement Learning', 'MLflow', 'Scikit-learn', 'Flask', 'Python', 'FastAPI']","['FastAPI', 'KDB+', 'LangChain']",6,3,143188,230467,186827.5,Very High (>150K),East David,BW,Botswana,Africa,Education,Education,Mid,Contract,Mid,2024-04-04,2024,4,2,April,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,6,1,0,2,1,0,3,87279,0.4671635599684201,1,9
1666,Sandoval Ltd,E-commerce,AI Researcher,"LangChain, Hugging Face, Scikit-learn, Flask, Reinforcement Learning, Excel",Mid,Remote,"Williamsville, EG",96395-136894,2023/9/29,Startup,"TensorFlow, PyTorch, Scikit-learn",Ai Researcher,AI Researcher,"['LangChain', 'Hugging Face', 'Scikit-learn', 'Flask', 'Reinforcement Learning', 'Excel']","['TensorFlow', 'PyTorch', 'Scikit-learn']",6,3,96395,136894,116644.5,High (100K-150K),Williamsville,EG,Egypt,Africa,E-Commerce,Retail & E-commerce,Mid,Remote,Startup,2023-09-29,2023,9,3,September,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,2,0,0,40499,0.3472002537625006,2,9
1667,Skinner Inc,Education,ML Engineer,"Keras, R, Power BI, LangChain",Entry,Contract,"Port James, BS",98076-190690,2024/7/13,Startup,KDB+,Ml Engineer,ML Engineer,"['Keras', 'R', 'Power BI', 'LangChain']",['KDB+'],4,1,98076,190690,144383.0,High (100K-150K),Port James,BS,Bahamas,Caribbean,Education,Education,Entry,Contract,Startup,2024-07-13,2024,7,3,July,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,2,2,2,0,92614,0.6414467077148972,1,5
1668,"Kelly, Pace and Rodriguez",Retail,Data Analyst,"Hugging Face, SQL, LangChain, Reinforcement Learning",Entry,Remote,"Esparzaberg, SY",134169-175155,2024/5/4,Mid,LangChain,Data Analyst,Data Analyst,"['Hugging Face', 'SQL', 'LangChain', 'Reinforcement Learning']",['LangChain'],4,1,134169,175155,154662.0,Very High (>150K),Esparzaberg,SY,Unknown,Other,Retail,Retail & E-commerce,Entry,Remote,Mid,2024-05-04,2024,5,2,May,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,5,1,8,3,40986,0.2650036854560267,1,5
1669,Hunt-Phillips,Finance,ML Engineer,"PyTorch, Python, Azure, C++, GCP",Entry,Remote,"New Emily, DJ",132041-213587,2025/5/16,Large,"PyTorch, Scikit-learn, LangChain",Ml Engineer,ML Engineer,"['PyTorch', 'Python', 'Azure', 'C++', 'GCP']","['PyTorch', 'Scikit-learn', 'LangChain']",5,3,132041,213587,172814.0,Very High (>150K),New Emily,DJ,Unknown,Other,Finance,Finance & Banking,Entry,Remote,Large,2025-05-16,2025,5,2,May,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,5,0,3,3,0,8,3,81546,0.4718714918930179,0,8
1670,Edwards-Jones,E-commerce,Computer Vision Engineer,"TensorFlow, C++, AWS, CUDA",Entry,Internship,"Stephanieside, KG",60346-76165,2024/2/25,Large,"KDB+, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['TensorFlow', 'C++', 'AWS', 'CUDA']","['KDB+', 'TensorFlow']",4,2,60346,76165,68255.5,Low (<70K),Stephanieside,KG,Kyrgyzstan,Asia,E-Commerce,Retail & E-commerce,Entry,Internship,Large,2024-02-25,2024,2,1,February,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2,1,0,1,1,15819,0.23176154302583674,1,6
